time/time_elapsed,time/episodes,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,rollout/exploration_rate,train/n_updates,train/loss
191,270,32704,98.73,-4.341293189856143,0.23963200000000018,11344,0.04911039292346686
198,280,33534,95.9,-4.226957217873072,0.2203345000000002,11760,0.0887056008214131
204,290,34220,92.74,-4.104782617594857,0.20438499999999993,12104,0.041896297567291185
210,300,34986,87.27,-3.8971389190484462,0.1865754999999999,12488,0.08872872262145393
221,310,36281,90.2,-4.103820394103658,0.15646675,13136,0.07957051385892555
230,320,37456,90.27,-4.179406295871609,0.12914800000000004,13720,0.0980515920673497
236,330,38049,87.48,-4.055604521289984,0.11536075000000001,14024,0.09794836025685072
243,340,38916,89.91,-4.208081893105528,0.09520300000000026,14456,0.04928248905343935
248,350,39528,85.72,-4.0385615298065565,0.08097399999999988,14760,0.0869007722067181
258,360,40675,90.13,-4.24454558751256,0.07,15336,0.0898417787393555
272,370,42284,94.8,-4.492939529131895,0.07,16136,0.06779295360320248
285,380,43915,102.81,-4.817941796107809,0.07,16952,0.14608382672304288
294,390,44931,106.11,-4.983367853748299,0.07,17464,0.06808500399347395
301,400,45746,106.6,-4.965474113759848,0.07,17872,0.07832201733253896
308,410,46522,101.41,-4.667682075192911,0.07,18256,0.09855019600945525
314,420,47325,97.69,-4.487694671200578,0.07,18656,0.07063741516321898
318,430,47851,97.02,-4.457548689507409,0.07,18920,0.07146942033432424
325,440,48710,96.94,-4.47434000299989,0.07,19352,0.06837765921954997
335,450,49885,102.57,-4.88162553384489,0.07,19936,0.03210612069233321
339,460,50448,96.73,-4.575295988258033,0.07,20216,0.10901853133691475
345,470,51117,87.33,-4.138300788756265,0.07,20552,0.0531019781192299
353,480,52091,80.76,-3.897815587387944,0.07,21040,0.09931383153889328
358,490,52721,76.9,-3.6936072146223116,0.07,21360,0.10030114278197289
368,500,53929,80.83,-3.9646124395903195,0.07,21960,0.1064394696149975
377,510,55021,83.99,-4.044950847059181,0.07,22504,0.06938657534192316
389,520,56489,90.64,-4.2309353494008635,0.07,23240,0.11816808237927034
399,530,57645,96.94,-4.47412083393329,0.07,23816,0.09048535372130573
406,540,58502,96.92,-4.396692292516851,0.07,24248,0.10154720224090852
410,550,59051,90.66,-3.951248311751915,0.07,24520,0.10083807876799256
416,560,59729,91.81,-3.9712724715787187,0.07,24864,0.1268012197688222
427,570,61061,98.44,-4.19230216378366,0.07,25528,0.091895417222986
434,580,61937,97.46,-4.070190091825725,0.07,25968,0.09678953944239765
443,590,63017,101.96,-4.226029852479031,0.07,26504,0.12791496398858726
449,600,63719,96.9,-3.8449930182826066,0.07,26856,0.07207301066955552
462,610,65427,103.06,-4.07164167058814,0.07,27712,0.05065439621102996
473,620,66802,102.13,-4.0099065111488645,0.07,28400,0.05178839489235543
479,630,67504,97.59,-3.7787438501769732,0.07,28744,0.08183915790868923
487,640,68555,99.53,-3.7779076446674633,0.07,29272,0.08888800209388137
498,650,69911,107.6,-4.063395962575601,0.07,29952,0.08001165199675597
506,660,70822,109.93,-4.17889202431383,0.07,30408,0.09897842077771202
513,670,71748,105.87,-4.044854881606632,0.07,30872,0.042124285391764715
521,680,72647,106.1,-4.060677909571221,0.07,31320,0.11736371400183998
528,690,73537,104.2,-3.9796444902533157,0.07,31768,0.07191087148385122
535,700,74427,106.08,-4.081521494567793,0.07,32208,0.08770386397372931
542,710,75217,96.9,-3.7032699252921986,0.07,32608,0.08777900660061277
549,720,76160,92.58,-3.610975285854893,0.07,33072,0.07725896968622692
558,730,77171,95.67,-3.6844555007837045,0.07,33584,0.12104967865161598
569,740,78595,99.4,-3.8359887999839777,0.07,34296,0.09737527507240884
576,750,79391,93.8,-3.6214296650746407,0.07,34688,0.08807621244341135
581,760,80104,91.82,-3.5333701673270115,0.07,35048,0.07864667382091284
590,770,81101,92.53,-3.5029074006717775,0.07,35544,0.12434973637573421
598,780,82128,93.81,-3.5826638466658243,0.07,36056,0.09723584665334783
608,790,83312,96.75,-3.6818864153699185,0.07,36648,0.057346119749126956
616,800,84376,98.49,-3.761113983527667,0.07,37184,0.0584729629335925
623,810,85121,98.04,-3.7912049961578993,0.07,37560,0.11758529668441042
632,820,86226,99.66,-3.776717898898988,0.07,38112,0.11514031322440132
638,830,86994,97.23,-3.7566470667242284,0.07,38496,0.1521741730393842
644,840,87712,90.17,-3.543620638038575,0.07,38848,0.12938500006566755
655,850,89030,95.39,-3.745988481592811,0.07,39512,0.07888555488898419
664,860,90192,99.88,-3.9141713374646945,0.07,40088,0.1280454608204309
671,870,91130,99.29,-3.9219996207354644,0.07,40560,0.08741943558561616
678,880,91934,97.06,-3.8220680706449617,0.07,40960,0.041284221602836624
687,890,93015,96.03,-3.8462137647136325,0.07,41504,0.07823719177395105
692,900,93635,91.59,-3.6194665163984268,0.07,41816,0.07621258537983522
698,910,94323,91.02,-3.6131993887068163,0.07,42160,0.08717255087685771
707,920,95485,91.59,-3.5881606997365467,0.07,42736,0.1070839656458702
713,930,96178,90.84,-3.5175199539665174,0.07,43088,0.0979587473848369
720,940,97045,92.33,-3.5779387619080234,0.07,43520,0.050507965264841914
725,950,97581,84.51,-3.2726893422984786,0.07,43784,0.11455901563749649
729,960,98113,78.21,-3.035259411517398,0.07,44056,0.09607740008505061
735,970,98828,75.98,-2.9372766467278013,0.07,44408,0.08706734696170315
745,980,99982,79.48,-3.046515289338098,0.07,44984,0.10510858715861104
751,990,100726,76.11,-2.889008771706465,0.07,45360,0.0694030427839607
756,1000,101408,76.73,-3.005928036116298,0.07,45696,0.08812995097832754
765,1010,102535,81.12,-3.1086674991599987,0.07,46264,0.1368671810196247
771,1020,103253,76.68,-3.010249291876481,0.07,46624,0.0778645158134168
777,1030,103873,75.95,-3.027610907105266,0.07,46936,0.08561282162554562
782,1040,104566,74.21,-2.934311981611757,0.07,47280,0.12104901135899127
787,1050,105185,75.04,-2.970910655652487,0.07,47592,0.07804384519113228
793,1060,105907,76.94,-2.970537351298862,0.07,47952,0.06769981479737908
800,1070,106659,77.31,-3.012940820540085,0.07,48328,0.16312419809401035
803,1080,107112,70.3,-2.7337643669297638,0.07,48552,0.1175913297192892
810,1090,107965,71.39,-2.6881055815333097,0.07,48976,0.07785947826050688
819,1100,109013,75.05,-2.7370920099723635,0.07,49504,0.1434060730098281
824,1110,109649,70.14,-2.5438911434785907,0.07,49824,0.12068226496921852
828,1120,110184,68.31,-2.460256274326116,0.07,50088,0.07756767913815565
837,1130,111277,73.04,-2.5694473932040762,0.07,50632,0.19041418621782213
843,1140,111900,72.34,-2.521508930626969,0.07,50944,0.13228748366236687
849,1150,112725,74.4,-2.6181640996859614,0.07,51360,0.11367420048918575
858,1160,113765,77.58,-2.8385778900065164,0.07,51880,0.18267181888222694
862,1170,114289,75.3,-2.7412090498638024,0.07,52144,0.10810518407379277
866,1180,114809,75.97,-2.7794325391322956,0.07,52400,0.14048235025256872
874,1190,115698,76.33,-2.891221862078307,0.07,52848,0.08031572378240526
878,1200,116229,71.16,-2.7366641600924853,0.07,53112,0.07631325512193143
883,1210,116770,70.21,-2.7585129578535184,0.07,53384,0.058600650721928105
888,1220,117379,70.95,-2.786805421906822,0.07,53688,0.14213426847709343
895,1230,118290,69.13,-2.7530599265842493,0.07,54144,0.14425121154636145
900,1240,118845,68.45,-2.7598366229852878,0.07,54416,0.14013418211834505
904,1250,119386,65.61,-2.6266929269499957,0.07,54688,0.10480566989281215
909,1260,119957,60.92,-2.4082543082539174,0.07,54976,0.12809715885668993
917,1270,120856,64.67,-2.5581976555854196,0.07,55424,0.0577511815354228
923,1280,121644,67.35,-2.6454208308111156,0.07,55816,0.15218643750995398
930,1290,122406,66.08,-2.6011278122947825,0.07,56200,0.08307764274650253
934,1300,122989,66.6,-2.584666075390235,0.07,56488,0.13650949485599995
944,1310,124091,72.21,-2.76023819931195,0.07,57040,0.0946314372413326
954,1320,125345,78.66,-2.8992525780010565,0.07,57672,0.14443944348022342
964,1330,126555,81.65,-3.0040733644486677,0.07,58272,0.0492845484695863
968,1340,127129,81.84,-3.018101696733501,0.07,58560,0.04586912991362624
978,1350,128299,88.13,-3.222397851314297,0.07,59144,0.06660482109873556
988,1360,129457,94.0,-3.4613785382329167,0.07,59728,0.14560329011874273
997,1370,130518,95.62,-3.544438886559677,0.07,60256,0.09661274950485677
1002,1380,131195,94.51,-3.491809091078667,0.07,60592,0.07166007949854247
1010,1390,132116,96.1,-3.5121907139535757,0.07,61056,0.05874275619862601
1016,1400,132854,97.65,-3.6177752469777475,0.07,61424,0.08717696188250557
1022,1410,133595,94.04,-3.5105295653022357,0.07,61792,0.126317968883086
1026,1420,134082,86.37,-3.3290409616909447,0.07,62040,0.06449476376292296
1033,1430,134865,82.1,-3.199488772730092,0.07,62432,0.12105299934046343
1044,1440,136194,89.65,-3.4546836026024734,0.07,63096,0.06834359542699531
1050,1450,136942,85.43,-3.3429377167377097,0.07,63464,0.09969028737396002
1056,1460,137701,81.44,-3.1926299097799,0.07,63848,0.07579889765474945
1062,1470,138472,78.54,-3.08698705970629,0.07,64232,0.062385411554714665
1068,1480,139167,78.72,-3.122699484340142,0.07,64576,0.07548385509289801
1081,1490,140772,85.56,-3.3247388464206025,0.07,65384,0.09426370449364185
1096,1500,142497,95.43,-3.642486395949112,0.07,66248,0.08021793639636599
1106,1510,143773,100.78,-3.8346842692162033,0.07,66880,0.1318577387719415
1113,1520,144616,104.34,-3.9733959700173993,0.07,67304,0.05972855252912268
1119,1530,145245,102.8,-3.905682801928261,0.07,67616,0.11260857386514544
1128,1540,146396,101.02,-3.8807664733852336,0.07,68192,0.08110063837375492
1140,1550,147913,108.71,-4.074232961326931,0.07,68952,0.09427973470883444
1151,1560,149246,114.45,-4.241721501431972,0.07,69616,0.05863180058076978
1163,1570,150692,121.2,-4.445037773819171,0.07,70344,0.1297745481133461
1172,1580,151746,124.79,-4.525262703775385,0.07,70872,0.13422758225351572
1179,1590,152629,117.57,-4.339320561185866,0.07,71312,0.14110954944044352
1190,1600,154203,116.06,-4.238316155921622,0.07,72096,0.11243078456027433
1197,1610,155048,111.75,-4.064726720988027,0.07,72520,0.12106267519993708
1210,1620,156684,119.68,-4.323193470835242,0.07,73336,0.08470962737919763
1218,1630,157720,123.75,-4.4476988487558025,0.07,73856,0.08054136173450388
1227,1640,158806,123.1,-4.414897071307376,0.07,74400,0.060264651372563094
1241,1650,160503,124.9,-4.536846252290378,0.07,75248,0.06325364793883637
1249,1660,161563,122.17,-4.428506559206542,0.07,75776,0.05465801554964855
1259,1670,162806,120.14,-4.318558016711984,0.07,76400,0.10203700739657506
1272,1680,164379,125.33,-4.461463618983728,0.07,77184,0.08213830913882703
1278,1690,165213,124.84,-4.413964026689997,0.07,77600,0.09325609018560499
1287,1700,166276,119.73,-4.2960999030232525,0.07,78136,0.14495323540177196
1293,1710,167047,118.99,-4.268397822983613,0.07,78520,0.14080519479466602
1300,1720,167931,111.47,-4.022682169701424,0.07,78960,0.10518642468377948
1304,1730,168492,106.72,-3.886925310545187,0.07,79240,0.10731713607674465
1309,1740,169100,101.94,-3.719918336402242,0.07,79544,0.1515454663312994
1314,1750,169741,91.38,-3.366092618279779,0.07,79864,0.12722831405699253
1321,1760,170525,88.62,-3.264513971777195,0.07,80256,0.14049020782113075
1328,1770,171472,85.66,-3.2235958881812774,0.07,80728,0.1276043799589388
1332,1780,172003,75.24,-2.886714405291647,0.07,81000,0.05981370195513591
1338,1790,172665,73.52,-2.8181796194709556,0.07,81328,0.12040483625605702
1346,1800,173692,73.16,-2.8060521440553896,0.07,81840,0.09882593509973958
1351,1810,174272,71.25,-2.7568684852396133,0.07,82128,0.10255208588205278
1355,1820,174816,67.85,-2.6095655019012516,0.07,82400,0.11161233979510143
1360,1830,175450,68.58,-2.5880478080115403,0.07,82720,0.06233961594989523
1368,1840,176405,72.05,-2.678790140305746,0.07,83200,0.10907893622061238
1374,1850,177156,73.15,-2.7173491835856693,0.07,83576,0.09898195043206215
1381,1860,177973,73.48,-2.7461374717199214,0.07,83984,0.07289283582940698
1392,1870,179434,78.62,-2.852610817282938,0.07,84712,0.06495743291452527
1398,1880,180142,80.39,-2.992755089834934,0.07,85064,0.04235742299351841
1406,1890,181128,83.63,-3.1427269330055223,0.07,85560,0.08489820221439004
1417,1900,182512,87.2,-3.42626253580963,0.07,86248,0.14241568837314844
1426,1910,183689,93.17,-3.6550898720281806,0.07,86840,0.06536078942008317
1436,1920,184844,99.28,-3.8916434313359,0.07,87416,0.1077648785430938
1446,1930,186173,106.23,-4.213960535695625,0.07,88080,0.1375450639752671
1457,1940,187522,110.17,-4.380166041782576,0.07,88760,0.09036048880079761
1468,1950,188955,116.99,-4.583359853716724,0.07,89472,0.04909472959116101
1475,1960,189777,117.04,-4.587711218423278,0.07,89888,0.1383895593462512
1486,1970,191144,116.1,-4.62264883264993,0.07,90568,0.06727959681302309
1496,1980,192422,121.8,-4.826232848770656,0.07,91208,0.07334143010666594
1507,1990,193699,124.71,-4.937863148226871,0.07,91848,0.09409485751530156
1520,2000,195320,127.08,-4.928590122002487,0.07,92656,0.08401313505601138
1526,2010,196077,122.88,-4.7523061258446955,0.07,93032,0.08983225870179012
1532,2020,196885,119.41,-4.614751206067249,0.07,93440,0.07773722521960735
1542,2030,198142,118.69,-4.489100138452981,0.07,94064,0.0646935470867902
1552,2040,199405,117.83,-4.551333435453608,0.07,94696,0.07783440052298829
