rollout/ep_rew_mean,rollout/exploration_rate,train/n_updates,rollout/ep_len_mean,train/loss,time/total_timesteps,time/episodes,time/time_elapsed
16.385344416856448,0.07,696,238.5,0.009599441584668966,2395,10,10
12.249055776197519,0.07,1536,202.75,0.01939988179037755,4075,20,20
9.170283867876083,0.07,2032,167.86666666666667,0.048254306173475925,5066,30,26
7.953330249064396,0.07,2568,152.6,0.10594415368905175,6144,40,33
7.092160113965483,0.07,3216,147.64,0.09645551889116177,7432,50,41
6.169385604687056,0.07,3528,133.38333333333333,0.039004795224172994,8063,60,45
5.540996451262605,0.07,3832,122.75714285714285,0.08725802075059619,8663,70,49
5.131969277828929,0.07,4080,113.5875,0.06792514368862612,9167,80,52
4.688316707660989,0.07,4256,104.76666666666667,0.07779339018452447,9519,90,54
4.407425176800508,0.07,4584,100.71,0.030082220189797226,10171,100,58
