rollout/ep_rew_mean,rollout/exploration_rate,train/n_updates,rollout/ep_len_mean,train/loss,time/total_timesteps,time/episodes,time/time_elapsed
-15.000274944569416,0.08488000000000018,480,195.8,0.03690927164643654,1968,10,7
-15.044582144049903,0.07,1984,247.4,0.009219871510140365,4968,20,25
-10.910664232480265,0.07,2464,196.7,0.027658056164909794,5931,30,31
-8.692578846875662,0.07,2728,160.55,0.0001327720055996906,6462,40,34
-7.370757043149389,0.07,3024,140.08,0.02779429155634716,7054,50,38
-6.482899703525357,0.07,3352,127.3,0.046021287747862516,7698,60,42
-5.720555639937091,0.07,3512,113.71428571428571,0.11840062713599764,8030,70,44
-5.132716428876262,0.07,3664,103.1875,0.08229948883672478,8335,80,46
-4.662756693422935,0.07,3816,94.93333333333334,0.045732546190265566,8634,90,48
-4.361186750003041,0.07,4104,91.09,0.05477770043944474,9209,100,51
-2.985687013550807,0.07,4320,75.69,0.036175171568174846,9637,110,54
