rollout/ep_rew_mean,rollout/exploration_rate,train/n_updates,rollout/ep_len_mean,train/loss,time/total_timesteps,time/episodes,time/time_elapsed
22.25310195037183,0.07,1000,299.0,4.804350601261831e-05,3000,10,13
16.368359865706626,0.07,1952,244.3,0.009810385048695025,4906,20,25
12.323584615881009,0.07,2600,205.86666666666667,0.019600634166636155,6206,30,33
9.668898462529247,0.07,2808,164.25,0.020919006019539665,6610,40,35
8.104505157149578,0.07,3040,140.66,0.019780729237027117,7083,50,38
7.073147480354267,0.07,3320,126.41666666666667,0.07820452631858643,7645,60,41
6.432594683676513,0.07,3744,120.3,0.09789416337298462,8491,70,47
5.8482660106340605,0.07,4048,112.6625,0.08833336005045567,9093,80,50
5.356108701093932,0.07,4240,104.26666666666667,0.06848603110120166,9474,90,53
4.987895059520351,0.07,4496,98.91,0.1072736251007882,9991,100,56
