rollout/ep_rew_mean,rollout/exploration_rate,train/n_updates,rollout/ep_len_mean,train/loss,time/total_timesteps,time/episodes,time/time_elapsed
14.55956460725606,0.07,656,229.9,0.01924713651442289,2309,10,9
9.829101535236443,0.07,1432,192.0,0.03882959198563185,3860,20,18
7.399964810859184,0.07,1808,152.66666666666666,0.028984241627767915,4610,30,23
5.874656924389452,0.07,2064,127.225,0.058354994593173615,5129,40,26
5.721339231492096,0.07,2432,116.18,0.05840679327957332,5859,50,31
5.096406207037634,0.07,2712,106.1,0.1453533312305808,6426,60,34
4.543586314549244,0.07,2856,94.82857142857142,0.13569911206286633,6708,70,36
4.311660151933542,0.07,3256,93.0,0.17392820864915848,7520,80,41
4.033526885882272,0.07,3552,88.9888888888889,0.08733221201691777,8099,90,45
3.742674268959813,0.07,3744,83.84,0.04903166713484097,8484,100,48
2.4064072590801673,0.07,3936,64.68,0.087113178888103,8877,110,51
2.0228544128079053,0.07,4168,53.83,0.08698519664176274,9343,120,54
1.8951344504877543,0.07,4304,49.05,0.13562940069823526,9615,130,55
1.8243488655103954,0.07,4416,46.0,0.08727620384888723,9829,140,57
