rollout/ep_rew_mean,rollout/exploration_rate,train/n_updates,rollout/ep_len_mean,train/loss,time/total_timesteps,time/episodes,time/time_elapsed
-11.6680247871516,0.21647500000000008,344,167.5,0.018703986711898324,1685,10,5
-10.396202798842593,0.07,1336,182.3,0.009427363489521667,3666,20,17
-9.111587520036117,0.07,2328,187.8,0.018502976266972837,5664,30,30
-7.202110039032556,0.07,2648,156.35,0.02790418611766654,6294,40,34
-6.5290051690793245,0.07,3368,153.6,0.02769287515366159,7730,50,43
-5.835417361896845,0.07,3752,140.63333333333333,0.018741452127869707,8498,60,48
-5.225106197260336,0.07,4032,128.44285714285715,0.07309370166694862,9061,70,51
-4.6725107814178655,0.07,4232,117.3375,0.0730129967960238,9467,80,54
-4.215941843644273,0.07,4336,106.42222222222222,0.0719543590421381,9668,90,55
-3.88360819029295,0.07,4496,99.0,0.06334553767374018,10000,100,57
