rollout/ep_rew_mean,rollout/exploration_rate,train/n_updates,rollout/ep_len_mean,train/loss,time/total_timesteps,time/episodes,time/time_elapsed
-17.26465598923513,0.07,856,269.5,3.527396734170907e-05,2705,10,12
-12.062385284850794,0.07,1824,231.25,0.00931043930904707,4645,20,24
-8.510473581870297,0.07,2000,165.63333333333333,0.037310372924366675,4999,30,26
-7.296551106020845,0.07,2648,156.3,0.037417094921693206,6292,40,34
-6.128962124067507,0.07,2888,134.46,0.06492339159558469,6773,50,37
-5.358876040020496,0.07,3128,119.85,0.07372618103181594,7251,60,40
-4.7636406723085045,0.07,3296,107.57142857142857,0.06456361329765059,7600,70,42
-4.389223623962188,0.07,3648,102.6625,0.055260385015571956,8293,80,46
-3.9949365893472164,0.07,3776,94.05555555555556,0.08309635743353283,8555,90,48
-3.664856043588852,0.07,3896,86.87,0.07318200678855646,8787,100,49
-2.02395011829608,0.07,4032,62.57,0.06398264283780009,9062,110,51
-1.421338418440299,0.07,4184,46.31,0.1094541387501522,9376,120,53
-1.3747355385618782,0.07,4304,45.11,0.14544262694107601,9610,130,55
-1.0849240360726389,0.07,4408,34.25,0.10007504100212827,9817,140,56
